Id,Keywords,Authors,Accesses,Journal,main_topic_15
1430,"['Housing', 'Residential change', 'Recidivism', 'Rearrest', 'Imprisonment', 'Harm reduction', 'Neighborhoods', 'Experiment', 'Randomized controlled trial', 'Collateral consequences of incarceration']",David S. Kirk,3068,Journal of Experimental Criminology,Geography
1431,[],"V. Mishnyakov, A. Sleptsov & N. Tselousov",68,Annales Henri Poincaré,Geography 2
1432,"['Internet of Things', 'Smart School Guidance', 'Career Path']",Hicham EL MRABET & Abdelaziz AIT MOUSSA,0,Education and Information Technologies,Philosophy
1433,"['accumulation phenomenon', 'fluvial process', 'accumulated riverbed degradation', 'channel width', 'accumulated erosion and sedimentation']","Huan Jing, Deyu Zhong, Hongwu Zhang & Yanjun Wang",60,Journal of Geographical Sciences,Psychology
1434,"['Analytical hierarchy process (AHP)', 'Cloud computing', 'Cloud service providers’ selection', 'Fuzzy analytical hierarchy process (FAHP)', 'Fuzzy technique for order preference by similarity to ideal solution (FTOPSIS)', 'Multi-criteria decision making (MCDM)', 'Technique for order preference by similarity to ideal solution (TOPSIS)', 'Trust model']",Doaa Trabay,45,International Journal of Information Technology,Psychology 2
1435,"['Tax incidence', 'Pass-through', 'VAT', 'Excise taxes', 'EU', 'Beer', 'H22', 'H23']",Aria Ardalan & Sebastian G. Kessing,247,Empirical Economics,Computer Science
1436,"['Empty number line', 'Multi-digit addition and subtraction', 'Diagnostic assessment', 'Task beliefs']",Jorine A. Vermeulen,248,Educational Studies in Mathematics,Psychology
1437,[],Wen Chen,1003,The European Physical Journal C,Education
1438,"['Black scholarship', 'Ethics', 'Justice', 'Inequality', 'Postcolonial theory', 'Stakeholder theory', 'Pedagogy', 'Decolonization', 'Critical management studies (CMS)', 'Social movement', 'Curriculum', 'Resistance']",Rashedur Chowdhury,4321,Journal of Business Ethics,Physics 2
1439,"['Values work', 'Sacred', 'Narrative', 'Moral inquiry', 'Agency']",Gry Espedal,346,Journal of Business Ethics,Computer Science
1440,"['Wavelets', 'Frames', 'Reproducing kernel Hilbert spaces', 'Regularization', 'Learning theory', '42C15', '42C40', '65T60', '46E22', '47A52', '68T05']",Ernesto De Vito,57,Journal of Fourier Analysis and Applications,Geography 2
1441,"['Emotional exhaustion', 'Intrinsic motivation', 'Job performance', 'Serial mediation', 'Perceived supervisor incivility']",Youjin Han,643,Current Psychology,Mathematics
1442,"['abrupt change', 'atmospheric circulation', 'climate change', 'climate extremes', 'spatial-temporal variability', 'Central Asia']",Man Zhang,328,Journal of Geographical Sciences,Economics
1443,"['Activity theory', 'Geriatrics', 'Interprofessional education', 'Roles and responsibilities', 'Undergraduate medical education']",Laura K. Byerly,270,Advances in Health Sciences Education,Philosophy
1444,"['ABC algorithm', 'Multiple circle detection', 'Candidate list generation']",Selçuk Aslan,209,The Visual Computer,Geography 2
1445,"['Empathy', 'Medical students', 'Emotional intelligence', 'Leadership', 'Burnout']","Jeanne L. Jacoby, Amy B. Smith, Robert D. Barraco, Marna Rayl Greenberg, Bryan G. Kane, Jennifer E. Macfarlan & Kevin R. Weaver",64,Medical Science Educator,Philosophy
1446,"['Superstring Vacua', 'Flux compactifications', 'D-branes']",Chiara Crinò & Roberto Valandro,20,Journal of High Energy Physics,Education
1447,"['Emotion recognition', 'Facial expressions', 'Deep learning', 'Face-sensitive convolutional neural network (FS-CNN)', 'High-resolution images']",Yahia Said & Mohammad Barr,45,Multimedia Tools and Applications,Mathematics
1448,"['relative humidity', 'spatial-temporal characteristics', 'path analysis', 'influencing factor', 'arid region']","Ditao Chen, Farong Huang, Qian Li, Friday Uchenna-Ochege & Lanhai Li",65,Journal of Arid Land,Mathematics
1449,"['Internet', 'Video Streaming', 'Networking', 'Subscriber Access', 'Intent based demand']",A. A. Periola,9,Multimedia Systems,Computer Science
1450,"['Demonstration', 'Teacher modelling', 'Design and technology', 'Initial teacher education', 'Teacher educator', 'Q Methodology']",Matt McLain,3335,International Journal of Technology and Design Education,Physics 2
1451,"['Lower Yellow River', 'water and sediment changes', 'cross-sectional geometry of the main channel', 'delayed response model']",Yanjun Wang,35,Journal of Geographical Sciences,Mathematics
1452,"['railway', 'railway geosystem', 'development mechanism', 'expansion mode']","Chengjin Wang, Xumao Li, Peiran Chen, Yongshun Xie & Weidong Liu",42,Journal of Geographical Sciences,Computer Science
1453,"['International solidarity', 'Global refugee protection', 'Positive expressions', 'Gaps', 'Abusive deployment', 'Future']",Obiora Chinedu Okafor,271,Human Rights Review,Physics
1454,"['F52', 'K42', 'O17', 'O55', 'P16']",Simplice A. Asongu & Thales P. Yapatake Kossele,90,"Crime, Law and Social Change",Psychology
1455,"['\nn-Hexane', 'Toxic neuropathy', 'Nodo-paranodopathy', 'Conduction block', 'Polyneuropathy']","Sezin Alpaydin Baslo, Oya Ozturk, Cengiz Dayan & Dilek Atakli",93,Acta Neurologica Belgica,Philosophy
1456,"['Cardiovascular disease', 'Mindfulness', 'Anxiety', 'Depression', 'E-health']",Christina M. Luberto & Ana-Maria Vranceanu,195,Mindfulness,Economics
1457,['Phenomenological Models'],K. Azizi,16,Journal of High Energy Physics,Criminology and Crime Justice
1458,[],João Moreira & Pedro Costa,38,The European Physical Journal A,Economics
1459,"['university rankings', 'co-operatives', 'co-ops', 'COVID-19', 'marketisation', 'education and equity']",Michelle Stack,464,International Review of Education,Computer Science
1460,"['Digitalization', 'E-commerce', 'Electronic trading', 'Multilayer perceptron (MLP)', 'National agriculture market', 'Neural network']",Sanjay Chaudhary,60,International Journal of Information Technology,Mathematics
1461,[],Eric G. Cavalcanti,105,Foundations of Physics,Mathematics
1462,[],Baptiste Le Bihan,409,Erkenntnis,Education
1463,"['\n\\(\\beta \\)-measure', '\nscore-measure', 'Monotonicity', 'Directed networks', 'Undirected networks']",Zhiwei Cui,56,International Journal of Game Theory,Physics
1464,"['corridors-in-the-sky', 'congestion identification', 'air routes’ traffic flow', 'space-time map', 'China']","Yaqing Dong, Zi Lu, Yuan Liu & Qiuluan Zhang",30,Journal of Geographical Sciences,Biomedicine
1465,[],"Priyotosh Bandyopadhyay, Saunak Dutta & Anirban Karan",116,The European Physical Journal C,Computer Science
1466,"['Thrombin generation assay', 'Coagulation', 'Non-linear mixed-effects modelling', 'PK/PD model', 'Empirical model']",Raphaël Crépin & Claire Morin,56,Journal of Pharmacokinetics and Pharmacodynamics,Computer Science
1467,"['Ddialectical method', 'Biology', 'Hegel', 'Synthetic cell', 'Technoscience']",Bart Gremmen,130,Foundations of Science,Geography 2
1468,"['Wine', 'Cooperation', 'Inequality', 'Social conflict', 'Spain', 'Catalonia', 'Q13', 'L66', 'N54', 'D74', 'P13']",Samuel Garrido,405,Cliometrica,Psychology
1469,"['Machine learning', 'Deep learning', 'Artificial intelligence', 'Data science', 'Data-driven decision-making', 'Predictive analytics', 'Intelligent applications']",Iqbal H. Sarker,1934,SN Computer Science,Mathematics
1470,"['Spinor Bose-Einstein condensate', 'Spin-orbit coupling', 'Soliton']",Sandeep Gautam,302,Brazilian Journal of Physics,Education
1471,"['Organizational citizenship behaviors toward the environment (OCBE)', 'The perceived role of ethics and social responsibility (RESR)', 'Person-organization fit', 'Socially responsible human resource management (SRHRM)', 'Sustainability']",Hongdan Zhao & Qiongyao Zhou,1130,Journal of Business Ethics,Physics
1472,"['AdS-CFT Correspondence', 'Gauge-gravity correspondence']",Karunava Sil,31,Journal of High Energy Physics,Computer Science
1473,"['LncRNA', 'Ischemic stroke', 'Brain injury', 'Recovery', 'Ischemia/reperfusion']","Kanika Vasudeva, Anyeasha Dutta & Anjana Munshi",112,Molecular Neurobiology,Computer Science
1474,"['Inverse scattering problem', 'Scattering data', 'First order hyperbolic system', 'Transformation operator', 'Primary 35R30', 'Secondary 35L50', '35P25', '37K15', '81U40']",Mansur I. Ismailov,44,Analysis and Mathematical Physics,Physics
1475,"['Hofstede’s cultural dimensions', 'Serious games', 'Gamification', 'Game elements', 'Game design and implementation process', 'Scenario design process']",Fakhroddin Noorbehbahani,335,User Modeling and User-Adapted Interaction,Philosophy
1476,"['Risk attitudes', 'Family background', 'Sibling correlations', 'Gender', 'Burkina Faso', 'D1', 'D81', 'J6', 'Z1']",Mohammad H. Sepahvand,159,The Journal of Economic Inequality,Education
1477,"['Autism spectrum disorder', 'Service use', 'Family', 'Transition age', 'Predictors']","Karen J. Ishler, David E. Biegel, Fei Wang, Tugba Olgac & Marjorie Edguer",16,Journal of Autism and Developmental Disorders,Psychology
1478,[],John Duggan,173,Social Choice and Welfare,Mathematics
1479,['Phenomenological Models'],Stefan Antusch & A. Hammad,27,Journal of High Energy Physics,Mathematics
1480,"['Quantum structures', 'Cognition', 'Concept theory', 'Decision theory', 'Human reasoning']",Diederik Aerts,217,Foundations of Science,Mathematics
1481,"['Australia', 'Humanitarian migrant', 'Human capital', 'Labour force participation', 'Employment status', 'Settlement']",Zhiming Cheng,528,Journal of Business Ethics,Geography 2
1482,"['Pain procedure', 'Vasovagal syncope', 'Fainting', 'Blood pressure', 'Heart rate']","Sara Kamar, Souheil Hallit & Souheil Chamandi",69,BMC Research Notes,Economics
1483,"['spatial distribution', 'heavy metals', 'paddy soil', 'risk assessment', 'source identification', 'Songhua River Basin']","Zhengwu Cui, Yang Wang, Rui Yu, Guanghui Xu & Yong Yu",127,Chinese Geographical Science,Psychology 2
1484,"['Scattering Amplitudes', 'Supersymmetric Gauge Theory']","J. Mago, A. Schreiber, M. Spradlin, A. Yelleshpur Srikant & A. Volovich",18,Journal of High Energy Physics,Education
1485,"['Spatiotemporal data mining', 'Sequence patterns', 'Pattern mining']","Berkay Aydin, Soukaina Filali Boubrahimi, Ahmet Kucuk, Bita Nezamdoust & Rafal A. Angryk",560,GeoInformatica,Mathematics
1486,"['In-air handwriting recognition', 'Human computer interaction', 'Ligature', 'Markov random field', 'Convolutional neural network', 'Long short-term memory']",Ananya Choudhury & Kandarpa Kumar Sarma,43,Multimedia Tools and Applications,Education
1487,"['microRNA', 'miR-210', 'Neuronal plasticity', 'Dendritic branching', 'Behavioural flexibility', 'Hypoxia']",Michelle Watts,231,Molecular Neurobiology,Psychology
1488,"['Group anomaly detection', 'Graph-centric features', 'Performance metrics', 'Static', 'Dynamic', 'Academic social network']","Aqeel Feroze, Ali Daud & Tehmina Amjad",91,SN Computer Science,Biomedicine
1489,"['Sexual harassment', 'Gender inequalities', 'Discrimination', 'Undergraduate education']","Eva Schoenefeld, Bernhard Marschall, Helmut Ahrens & Janina Sensmeier",3643,BMC Medical Education,Philosophy
1490,"['HSV-2', 'Stability', 'Sexual debut', 'Sensitivity analysis']",A. Mhlanga & C. P. Bhunu,30,Differential Equations and Dynamical Systems,Psychology
1491,[],Gregor P. Greslehner,383,Archives of Virology,Mathematics
1492,"['Collaborative contributor', 'Positional framing', 'Argumentation', 'Small group']",Heesoo Ha,337,International Journal of Science and Mathematics Education,Education
1493,"['Ensemble', 'Stacking', 'Voting', 'Base learners', 'Meta learners']","Sourabh Shastri, Paramjit Kour, Sachin Kumar, Kuljeet Singh & Vibhakar Mansotra",28,International Journal of Information Technology,Psychology
1494,"['Machine learning', 'Remote sensing image classification', 'Spatial interpolation', 'Support vector machine', 'Ensemble learning', 'Deep learning', 'Semi-supervised learning', 'Active learning']",Peijun Du & Xuyu Bai,2008,Journal of Geovisualization and Spatial Analysis,Mathematics
1495,"['Aristotle', 'Eristic', 'Dialectic', 'Common ground', 'Meaning', '\nPragma\n']",Colin Guthrie King,52,Topoi,Economics
1496,"['Photovoltaic converter', 'Quasi-3D simulation', 'Front contact grid optimization', 'Solcore', 'Super Gaussian illumination', 'Power over fiber']","Veikka Nikander, Arto Aho, Ville Polojarvi, Antti Tukiainen & Mircea Guina",279,Optical and Quantum Electronics,Psychology 2
1497,"['population census', 'ethnic mosaic index', 'ethnic composition', 'titular ethnicity', 'share of Russians']",A. G. Manakov,26,Geography and Natural Resources,Geography 2
1498,"['Transgender', 'Gender dysphoria', 'Access to care', 'Sex reassignment', 'Mental health', 'Policy analysis']",Ida Linander,1068,Sexuality Research and Social Policy,Computer Science
1499,"['Mediterranean diet', 'Food', 'Nutrition', 'Health', 'Culture', 'Sustainability', 'Heritage', 'UNESCO']",F. Xavier Medina,87,Food Ethics,Education
1500,"['Capability approach', 'Freedom', 'Happiness', 'Liberated companies', 'Organizational ethics']",Roberta Sferrazzo,239,Journal of Business Ethics,Economics
1501,[],"Andrew J. Latham, Kristie Miller & James Norton",136,Acta Analytica,Biomedicine
1502,"['Mereology', 'Gunk', 'Junk', 'Bare particulars', 'Fundamentality']",Daniel Giberman,89,Synthese,Computer Science
1503,"['Compassion', 'Personality', 'Stress', 'Psychosocial stress', 'Longitudinal']","Aino Saarinen, Henrik Dobewall & Mirka Hintsanen",202,Motivation and Emotion,Computer Science
1504,"['Gender', 'Childcare', 'Labor participation', 'Working hours', 'Mental health', 'COVID-19', 'J13', 'J21', 'I1']",Gema Zamarro,4200,Review of Economics of the Household,Computer Science
1505,"['Real effective exchange rate', 'Equilibrium exchange rate', 'Currency union', 'Institutional quality', 'E24', 'E30', 'F00']",Michael Fidora & Martin Schmitz,426,Open Economies Review,Physics
1506,"['ACEs', 'Black', 'Youth', 'Distress', 'Substance use', 'Delinquency']","Megan R. Hicks, Poco Kernsmith & Joanne Smith-Darden",278,Journal of Child & Adolescent Trauma,Economics
1507,"['Fire insurance', 'Asymmetrical information', 'Stochastic frontier', 'G22 (Insurance)', 'D82 (Asymmetrical Information)', 'C10 (Econometrics)']",Donald F. Vitaliano,6,Journal of Economics and Finance,Computer Science
1508,"['Liquidity', 'Carve-outs', 'Spin-offs', 'Divestitures', 'G32', 'G34']",Thomas H. Thompson,11,Journal of Economics and Finance,Philosophy
1509,"['Ian McHarg', 'Ecological planning and design', 'National Capital Planning Commission', 'Waterfront development', 'Potomac', 'Anacostia', 'Design with Nature']",Nathan Heavers,1110,Socio-Ecological Practice Research,Mathematics
1510,"['Philosophy of literature', 'Ethics', 'Futurism', 'Fatalism']",Peter Seele,387,Philosophy of Management,Geography
1511,"['Distributed systems design', 'Distributed deep learning models design', 'Parallel computing', 'Internet-of-Things applications', 'Embedded devices', 'OpenCL accelerations', 'MQTT']","Chia-Heng Tu, QiHui Sun & Mu-Hsuan Cheng",0,The Journal of Supercomputing,Biomedicine
1512,"['Childhood leukaemia', 'Seasonality', 'Standardized incidence rate', 'Cancer registry']","Sophie Bamouni, Denis Hémon, Laure Faure, Jacqueline Clavel & Stéphanie Goujon",30,Cancer Causes & Control,Psychology
1513,"['Concept of polygon', 'Dimensional deconstruction', 'Geometric thinking', 'Implicative analysis', 'Primary education']","Melania Bernabeu, Mar Moreno & Salvador Llinares",429,Educational Studies in Mathematics,Philosophy
1514,"['Academic', 'Return to training', 'Support', 'Training']",C. L. Downey,240,BMC Medical Education,Biomedicine
1515,"['Bioinformatics', 'Lung adenocarcinoma', 'NEIL3', 'Real-time quantitative PCR', 'Immunohistochemistry', 'Prognostic signature']","Cui Zhao, Haomiao Zhou, Xin Qian & Miaosen Zheng",0,Cancer Cell International,Education
1516,"['Belt and Road', 'development zone', 'overseas industrial park', 'China', 'comparative study']","Chao Ye, Simeng Li, Liang Zhuang & Xiaodan Zhu",193,Journal of Geographical Sciences,Psychology
1517,"['Jan Patočka', 'Supercivilisation', 'Death of God', 'High-tech', 'Algorithms', 'Big data', 'Formalisation']",Ľubica Učník,40,Studies in East European Thought,Criminology and Crime Justice
1518,"['On-task behaviour', 'Subjective vitality', 'Adolescents', 'Physical activity', 'Affect', 'Classroom']","Myrto F. Mavilidi, Connor Mason, Angus A. Leahy, Sarah G. Kennedy, Narelle Eather, Philip J. Morgan, Levi Wade, Nicholas Riley & David R. Lubans",698,Educational Psychology Review,Mathematics
